OBJECTID_1,OBJECTID,ZCTA5CE10,GEOID10,MTFCC10,FUNCSTAT10,PARTFLG10,INTPTLON10,INTPTLAT10,Version,POP2000,POP2001,POP2002,POP2003,POP2004,POP2005,POP2006,POP2007,POP2008,POP2009,POP2010,POP2011,POP2012,POP2013,POP2014,POP2015,POP2016,POP2017,POP2018,POP2019,HHP2000,HHP2001,HHP2002,HHP2003,HHP2004,HHP2005,HHP2006,HHP2007,HHP2008,HHP2009,HHP2010,HHP2011,HHP2012,HHP2013,HHP2014,HHP2015,HHP2016,HHP2017,HHP2018,HHP2019,GQ2000,GQ2001,GQ2002,GQ2003,GQ2004,GQ2005,GQ2006,GQ2007,GQ2008,GQ2009,GQ2010,GQ2011,GQ2012,GQ2013,GQ2014,GQ2015,GQ2016,GQ2017,GQ2018,GQ2019,HU2000,HU2001,HU2002,HU2003,HU2004,HU2005,HU2006,HU2007,HU2008,HU2009,HU2010,HU2011,HU2012,HU2013,HU2014,HU2015,HU2016,HU2017,HU2018,HU2019,OHU2000,OHU2001,OHU2002,OHU2003,OHU2004,OHU2005,OHU2006,OHU2007,OHU2008,OHU2009,OHU2010,OHU2011,OHU2012,OHU2013,OHU2014,OHU2015,OHU2016,OHU2017,OHU2018,OHU2019,Shape__Are,Shape__Len,sum_totaleap,sum_numberinhousehold,mean_numberinhousehold,mean_monthlyincome,mean_heatburden,sum_childrencnt,sum_seniorcnt,sum_disabledcnt,sum_vulnerablecnt,mean_sheltercost,mean_heatcost,mean_annualelectriccost,mean_energyusage,sum_miltaryvet,sum_racenative,sum_raceasian,sum_raceblack,sum_racepacislander,sum_racewhite,sum_racemultirace,sum_raceunspecified,sum_raceother,sum_ethnicityunspecified,sum_ethnicitylatino,sum_ethnicitynotlatino,sum_edunder12,sum_edhighschool,sum_edsomeps,sum_edunspecified,sum_electric,sum_naturalgas,sum_oil,sum_coal,sum_propane,sum_wood,sum_housetype1to3family,sum_housetype4plusfamily,sum_housetypehighrise,sum_housetypemobile,sum_housetyperv,sum_ownedorbuying,sum_subsidized,sum_rental,sum_roomerboard,sum_temporaryhousing,Point_Count,Shape__Area,Shape__Length
443,443,98944,5398944,G6350,S,N,-119.630269,46.4976275,"September 10, 2019",20104.904,20258.077,20313.324,20603.6,20792.978,20969.027,21199.604,21431.002,21670.097,21871.912,22014,22195.395,22290.872,22379.516,22425.473,22486.425,22684.298,22832.654,23047.549,23247.396,19877.904,20025.452,20077.894,20355.51,20541.268,20711.874,20944.997,21189.82,21421.349,21604.722,21761,21941.395,22043.872,22135.516,22180.473,22218.425,22415.298,22564.654,22779.549,22985.396,227,232.625,235.43,248.09,251.71,257.153,254.607,241.182,248.748,267.19,253,254,247,244,245,268,269,268,268,262,5895.568,5958.082,6014.53,6072.073,6115.089,6154.498,6215.05,6279.911,6342.369,6380.144,6415,6450.948,6489.883,6520.83,6534.702,6571.426,6658.095,6695.266,6759.721,6809.721,5587.009,5631.707,5665.679,5738.744,5786.994,5830.775,5900.085,5971.71,6035.462,6078.993,6124,6156.057,6194.116,6220.181,6227.758,6234.044,6311.814,6345.062,6403.519,6458.461,3215744127.41406,418300.06135047,1239831,8135,3.27627869512686,1389.0338300443,2.78490938380991,781,773,617,1711,426.761175996778,683.392670157068,1215.49738219895,1053.4591220298,33,9,4,7,30,8011,4,61,9,58,7777,300,6810,1103,173,49,2030,428,12,0,8,5,1267,802,6,408,0,964,12,1507,0,0,2483,0.178650220237159,3.18272374900738
444,444,98946,5398946,G6350,S,N,-120.7246202,47.0802898,"September 10, 2019",521.605,516.184,510.867,511.397,516.434,515.434,509.386,509.284,509.678,504.48,495,498.652,499.54,506.321,504.213,503.568,509.049,526.184,540.338,543.488,521.605,516.184,510.867,511.397,516.434,515.434,509.386,509.284,509.678,504.48,495,498.652,499.54,506.321,504.213,503.568,509.049,526.184,540.338,543.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.007,212.177,211.399,212.764,214.316,216.157,219.202,224.018,227.365,228.775,229,229.986,229.709,230.617,232.911,233.335,234.367,238.492,241.384,241.424,187.765,187.696,187.571,189.724,191.099,193.057,193.563,197.333,200.593,203.619,202,202.623,202.199,202.767,204.197,204.183,204.835,207.441,209.269,209.289,102375317.789063,76281.72790826,19107,59,2.18518518518519,1194.2962962963,5.13777777777778,2,11,14,23,432.407407407407,1171.55555555556,1180.40740740741,1252.33333333333,4,0,0,0,3,54,0,2,0,2,1,56,2,15,11,31,6,4,3,0,14,0,18,0,0,8,1,12,2,13,0,0,27,0.00562590160734544,0.589697407561308
445,445,98947,5398947,G6350,S,N,-120.8015807,46.6874708,"September 10, 2019",2721.462,2734.432,2734.197,2765.677,2783.527,2799.613,2823.002,2846.48,2870.958,2890.426,2902,2927.106,2941,2996.734,3020.26,3026.921,3047.835,3079.542,3092.116,3101.018,2721.462,2734.432,2734.197,2765.677,2783.527,2799.613,2823.002,2846.48,2870.958,2890.426,2902,2927.106,2941,2996.734,3020.26,3026.921,3047.835,3079.542,3092.116,3101.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917.264,924.782,931.358,938.069,942.533,946.453,953.65,961.513,968.998,972.726,976,981.152,986.781,1007.29,1013.514,1018.491,1033.872,1041.175,1045.605,1047.175,856.746,861.601,864.809,874.003,879.396,884.116,892.721,901.678,909.417,914.091,919,924.215,927.648,946.626,949.03,951.683,964.752,971.867,976.117,977.502,226953326.210938,90287.53223226,99869,576,3.46987951807229,1625.46987951807,3.6989156626506,39,71,48,122,507.463855421687,911.753012048193,1411.04819277108,266.915662650602,7,0,0,0,0,469,6,95,6,63,387,126,152,34,38,352,146,0,8,0,7,5,135,3,0,20,8,89,2,74,0,1,166,0.0125633029265373,0.702289740642229
446,446,98948,5398948,G6350,S,N,-120.3126205,46.2979662,"September 10, 2019",13236.078,13210.409,13121.734,13185.338,13183.559,13173.499,13197.719,13222.01,13250.605,13255.825,13225,13249.663,13272.524,13288.636,13306.277,13326.672,13384.192,13450.057,13475.295,13502.816,13064.076,13039.016,12952.84,13011.721,13011.612,13004.192,13034.178,13072.135,13099.513,13101.9,13080,13100.663,13128.524,13139.636,13160.277,13169.672,13238.192,13304.057,13329.295,13349.816,172.002,171.393,168.894,173.617,171.947,169.307,163.541,149.875,151.092,153.925,145,149,144,149,146,157,146,146,146,153,3780.969,3779.645,3774.341,3769.605,3755.887,3740.073,3737.283,3737.03,3735.178,3718.842,3701,3704.267,3711.751,3719.362,3725.335,3733.077,3760.709,3779.019,3786.646,3792.58,3547.845,3536.939,3519.418,3526.24,3517.708,3506.495,3510.717,3516.098,3516.664,3505.339,3495,3495.821,3501.356,3505.895,3511.577,3515.977,3550.446,3567.985,3575.127,3580.846,1183664421.30469,253406.06726867,724700,4636,3.2972972972973,1377.51991465149,4.09516358463727,448,453,329,980,465.135135135135,727.849217638691,1328.58321479374,1144.18634423898,24,27,1,17,16,4495,12,40,28,40,4334,262,3888,621,96,31,1154,224,3,0,17,8,961,360,1,74,10,694,2,710,0,0,1406,0.0660094849918096,1.9038117604732
447,447,98950,5398950,G6350,S,N,-119.9880736,46.8964659,"September 10, 2019",170.029,169.819,169.627,171.376,174.668,175.95,175.502,177.101,178.893,178.718,177,177.608,178.111,179.674,178.057,181.08,182.211,186.064,191.203,192.076,170.029,169.819,169.627,171.376,174.668,175.95,175.502,177.101,178.893,178.718,177,177.608,178.111,179.674,178.057,181.08,182.211,186.064,191.203,192.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.207,108.316,103.055,98.926,94.908,91.037,87.66,84.914,81.527,77.437,73,73,72.986,72.984,72.984,74.993,74.993,76.165,77.635,77.62,53.017,53.193,53.349,54.153,54.735,55.502,55.817,57.092,58.221,59.423,59,59,58.972,58.968,58.968,60.237,60.237,60.593,61.522,61.492,174756427.09375,107477.68977893,6900,13,1.3,684,25.586,0,5,5,7,392.5,1415.6,2013.8,2013.8,0,0,0,0,0,13,0,0,0,0,0,13,0,2,8,3,9,0,0,0,1,0,0,0,0,5,5,2,1,7,0,0,10,0.00963619004642169,0.742746862624421
448,448,98951,5398951,G6350,S,N,-120.5136037,46.4560276,"September 10, 2019",13374.453,13386.043,13333.447,13435.513,13471.144,13498.298,13560.609,13623.145,13690.257,13733.346,13739,13812.642,13857.465,13879.791,13904.932,13937.508,13895.754,13954.174,13969.006,14010.651,13262.453,13262.259,13199.152,13284.017,13307.772,13321.262,13376.833,13444.478,13496.552,13510.342,13526,13599.642,13641.465,13663.791,13688.932,13717.508,13673.754,13737.174,13752.006,13798.651,112,123.784,134.295,151.496,163.372,177.036,183.776,178.667,193.705,223.004,213,213,216,216,216,220,222,217,217,212,3842.791,3847.716,3848.587,3850.079,3842.365,3832.499,3835.952,3842.049,3846.5,3836.058,3824,3838.301,3848.237,3857.934,3864.172,3880.829,3893.292,3904.576,3909.119,3921.793,3621.661,3615.452,3602.445,3614.357,3610.569,3603.998,3613.28,3623.81,3629.38,3622.704,3617,3632.616,3640.082,3649.842,3656.248,3666.854,3678.359,3688.658,3692.466,3703.321,821568589.742188,204193.96703355,566199,3349,3.28655544651619,1357.86162904809,2.86148184494603,321,383,276,747,368.055937193327,803.70755642787,1470.32973503435,1307.83022571148,13,62,20,2,28,3157,21,48,11,28,3066,255,2774,439,93,43,942,56,10,0,2,9,790,168,0,61,0,459,1,559,0,0,1019,0.0456703613313039,1.60836550745056
449,449,98952,5398952,G6350,S,N,-120.763066,46.3562112,"September 10, 2019",2683.127,2642.897,2590.367,2567.955,2532.631,2495.759,2465.324,2434.77,2404.866,2370.627,2330,2346.788,2356.164,2362.708,2363.443,2367.16,2354.489,2368.122,2375.896,2377.937,2505.127,2480.183,2445.101,2434.345,2416.856,2397.164,2387.596,2380.495,2366.688,2348.095,2327,2343.788,2353.164,2359.708,2360.443,2364.16,2351.489,2365.122,2372.896,2374.937,178,162.714,145.266,133.61,115.775,98.595,77.728,54.275,38.178,22.532,3,3,3,3,3,3,3,3,3,3,681.55,680.787,679.323,677.933,674.966,671.599,670.58,670.023,669.163,665.716,662,666.484,668.552,671.771,671.771,673.585,675.913,678.073,680.566,680.566,629.078,624.984,619.715,618.749,615.091,610.95,609.492,608.23,606.135,601.97,598,602.156,604.072,607.056,607.056,608.737,610.894,612.896,615.207,615.207,1119549396.90625,331347.6670254,20968,152,3.8974358974359,1274.20512820513,3.17487179487179,13,4,7,21,233.74358974359,780.282051282051,1331.35897435897,1197.35897435897,4,4,0,0,0,135,12,0,1,0,129,23,124,25,3,0,36,0,0,0,3,0,16,0,0,20,3,18,1,20,0,0,39,0.0623551680305354,2.63188070778844
450,450,98953,5398953,G6350,S,N,-120.2268143,46.4422907,"September 10, 2019",5671.496,5761.75,5823.644,5952.951,6053.23,6149.641,6262.16,6375.113,6490.565,6594.833,6681,6760.976,6812.844,6856.276,6908.544,6920.356,6904.095,6948.253,7010.193,7044.838,5629.496,5721.097,5784.839,5914.305,6016.353,6114.234,6229.578,6347.047,6463.639,6567.466,6658,6737.976,6789.844,6833.276,6885.544,6897.356,6881.095,6925.253,6987.193,7021.838,42,40.653,38.805,38.646,36.877,35.407,32.582,28.066,26.926,27.367,23,23,23,23,23,23,23,23,23,23,1986.529,2027.447,2066.307,2105.528,2139.682,2172.481,2212.785,2254.729,2295.842,2328.013,2359,2384.81,2399.833,2415.977,2430.408,2439.818,2454.854,2465.469,2486.69,2496.687,1889.807,1918.773,1943.993,1982.644,2012.736,2041.218,2078.708,2117.109,2152.764,2181.137,2210,2233.75,2250.045,2266.163,2278.461,2281.589,2288.189,2297.753,2317.791,2326.319,343501895.867188,115594.20714319,215530,1090,2.64563106796117,1284.25242718447,3.50669902912621,115,161,123,311,409.296116504854,762.565533980582,1294.22815533981,1116.4854368932,8,6,0,2,6,1057,5,11,3,5,888,197,825,186,65,14,382,9,3,0,6,12,258,110,2,42,0,162,2,248,0,0,412,0.0191011372767207,0.88668229277445
451,451,99001,5399001,G6350,S,N,-117.5863045,47.6364903,"September 10, 2019",4529.92,4690.477,4855.954,4958.057,5091.755,5264.424,5463.968,5649.727,5823.483,5995.753,6151,6256.878,6444.308,6456.532,6222.648,6579.694,6610.492,6648.344,7300.836,7719.069,2471.92,2619.18,2770.722,2885.246,3017.863,3173.264,3345.198,3509.115,3747.414,3890.202,3967,4075.878,4246.308,4277.532,4046.648,4382.694,4434.492,4491.344,5099.836,5569.069,2058,2071.297,2085.232,2072.811,2073.892,2091.16,2118.77,2140.612,2076.069,2105.551,2184,2181,2198,2179,2176,2197,2176,2157,2201,2150,1126.138,1182.23,1241.949,1299.99,1358.988,1423.38,1495.151,1563.17,1626.423,1687.546,1742,1797,1796.97,1796.97,1702.97,1894.888,1910.906,1941.113,2337.829,2589.355,970.196,1024.497,1081.46,1138.824,1191.404,1252.74,1320.464,1384.063,1446.586,1506.371,1561,1602.005,1585.726,1601.195,1437.152,1608.445,1626.511,1649.915,1972.067,2217.552,40504109.4375,33125.3412822,625832,3443,2.49312092686459,1079.80955829109,5.00717595944968,376,319,761,1100,452.394641564084,588.328747284576,577.71151339609,1084.1241564084,91,186,99,206,423,2362,31,0,134,6,124,3311,1320,463,593,1065,1257,91,1,0,25,7,143,400,446,357,35,175,511,691,0,4,1381,0.00220246072603913,0.242153185705938
452,452,99003,5399003,G6350,S,N,-117.2926786,47.9202086,"September 10, 2019",4470.11,4506.406,4547.38,4530.298,4543.973,4592.704,4663.879,4722.124,4769.71,4815.71,4848,4873.747,4909.806,4924.685,4965.846,4933.67,4920.25,5004.308,5060.565,5085.942,4447.11,4480.879,4520.734,4502.508,4516.032,4564.323,4634.769,4691.992,4739.898,4784.679,4815,4840.747,4876.806,4891.685,4932.846,4900.67,4887.25,4971.308,5027.565,5052.942,23,25.527,26.646,27.79,27.941,28.381,29.11,30.132,29.812,31.031,33,33,33,33,33,33,33,33,33,33,1675.259,1700.407,1731.102,1759.661,1789.705,1826.841,1873.01,1913.989,1948.918,1981.278,2006,2023.915,2032.423,2036.797,2051.637,2051.319,2057.641,2088.86,2106.286,2111.442,1590.152,1611.21,1636.883,1663.229,1683.119,1715.456,1756.037,1790.62,1823.543,1852.885,1876,1892.018,1897.855,1900.443,1912.24,1908.762,1914.59,1942.503,1958.744,1960.15,404625885.015625,148012.47014424,149565,505,1.92015209125475,970.863117870722,6.82239543726236,28,115,165,222,393.102661596958,781.509505703422,560.777870722433,1331.6502661597,13,0,0,5,4,494,2,0,0,0,0,505,169,75,136,125,173,48,6,0,13,23,62,0,0,192,9,165,6,92,0,0,263,0.0218830335029452,1.0994299248308
453,453,99004,5399004,G6350,S,N,-117.6311652,47.4200619,"September 10, 2019",14480.847,14865.29,15265.442,15467.716,15770.693,16194.61,16699.937,17161.862,17587.032,18006.974,18376,18714.516,18813.071,19142.411,19503.231,19707.822,20054.184,20501.37,20963.27,21402.956,12801.806,13168.874,13575.354,13800.323,14129.669,14564.713,15070.594,15533.478,15996.656,16414.687,16766,17149.516,17247.071,17468.411,17707.231,17844.822,18019.184,18707.37,19356.27,19790.956,1679.041,1696.416,1690.088,1667.393,1641.024,1629.897,1629.343,1628.384,1590.376,1592.287,1610,1565,1566,1674,1796,1863,2035,1794,1607,1612,5606.748,5771.363,5954.408,6129.741,6310.021,6515.272,6753.472,6973.796,7172.412,7361.528,7522,7730.395,7767.834,7900.082,7998.233,8075.901,8172.227,8510.153,8795.226,8987.063,5221.372,5367.435,5528.383,5691.624,5832.012,6015.42,6228.444,6420.871,6607.783,6781.79,6933,7123.048,7148.994,7261.11,7346.957,7413.658,7498.773,7814.024,8111.59,8275.68,1926527869.80469,263001.92000329,483481,2349,2.2939453125,1022.21875,8.21111328125,191,287,524,783,440.6059375,624.669921875,476.803828125,1070.84525390625,73,60,4,119,88,1949,1,6,122,32,130,2187,900,340,424,685,936,53,8,0,11,16,376,318,71,248,11,215,279,529,0,1,1024,0.105207987069207,1.93411467297446
454,454,99005,5399005,G6350,S,N,-117.3661959,47.8442612,"September 10, 2019",6085.053,6331.865,6585.313,6752.492,6962.235,7225.185,7525.264,7806.663,8071.641,8334.64,8574,8625.789,8721.106,8798.358,8893.718,8917.933,9020.312,9167.78,9445.831,9606.791,6051.807,6297.274,6551.422,6719.283,6930.832,7195.16,7496.258,7778.365,8045.245,8308.723,8548,8599.789,8695.106,8772.358,8867.718,8891.933,8994.312,9141.78,9419.831,9580.791,33.246,34.591,33.891,33.209,31.403,30.025,29.006,28.298,26.396,25.917,26,26,26,26,26,26,26,26,26,26,2048.887,2131.487,2220.736,2307.054,2395.13,2492.709,2603.055,2706.718,2802.046,2893.709,2974,3005.276,3036.72,3063.465,3098.27,3127.079,3187.172,3243.185,3351.757,3402.573,1986.327,2063.868,2146.973,2230.737,2305.74,2397.555,2501.341,2597.063,2690.62,2779.047,2858,2887.062,2912.347,2937.132,2967.853,2991.903,3047.93,3098.3,3199.529,3243.952,227977523.6875,114066.03018972,82296,318,2.33823529411765,1012.125,10.2825735294118,6,61,63,99,462.617647058824,998.801470588235,585.4775,1391.88044117647,0,2,0,0,5,280,0,0,31,0,8,310,117,69,71,61,41,53,22,0,14,6,97,4,0,35,0,87,0,49,0,0,136,0.0123471855004027,0.857617072515962
455,455,99006,5399006,G6350,S,N,-117.5021923,47.9841223,"September 10, 2019",9302.66,9561.748,9829.26,9991.655,10209.255,10496.495,10832.354,11139.303,11430.476,11706.695,11946,12016.42,12135.701,12273.761,12370.126,12480.25,12594.909,12850.798,13107.966,13343.415,9255.66,9511.971,9779.592,9942.064,10161.448,10449.87,10786.379,11093.501,11386.816,11662.866,11901,11971.42,12090.701,12228.761,12325.126,12435.25,12549.909,12805.798,13062.966,13298.415,47,49.777,49.668,49.591,47.807,46.625,45.975,45.802,43.66,43.829,45,45,45,45,45,45,45,45,45,45,3612.967,3712.393,3820.977,3927.434,4036.942,4159.906,4303.54,4435.46,4558.103,4670.823,4765,4809.528,4846.479,4892.27,4937.184,4992.828,5059.806,5139.306,5224.502,5311.973,3355.202,3443.479,3540.479,3639.319,3726.004,3837.928,3967.773,4084.075,4199.605,4303.303,4392,4428.547,4460.948,4507.108,4540.304,4591.463,4649.755,4740.73,4836.709,4919.29,1063574451.67188,276513.49896162,411595,1444,1.88511749347258,1028.46605744125,4.38204960835508,75,420,501,661,348.097545691906,758.124020887728,648.576253263708,1219.52532637076,51,24,5,10,15,1337,29,0,24,0,38,1406,547,278,333,286,560,99,0,0,37,70,302,220,0,225,19,305,215,246,0,0,766,0.0574484091639533,2.05875595165449
456,456,99008,5399008,G6350,S,N,-117.9334378,47.503335,"September 10, 2019",621.621,627.065,626.164,619.226,623.873,627.227,632.063,637.321,641.666,642.543,641,648.792,655.564,661.015,668.541,665.025,647.487,659.328,663.574,666.908,621.621,627.065,626.164,619.226,623.873,627.227,632.063,637.321,641.666,642.543,641,648.792,655.564,661.015,668.541,665.025,647.487,659.328,663.574,666.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.432,245.311,249.472,253.87,258.268,263.29,269.438,275.096,280.67,284.246,287,291.766,293.686,295.582,298.513,299.802,298.344,304.353,305.721,306.614,221.693,225.166,226.993,227.417,230.949,234.663,238.551,242.786,246.761,249.317,251,254.852,256.137,257.904,260.341,261.125,258.284,263.569,264.678,264.986,736377961.007813,184814.81452514,14794,28,1.16666666666667,967.875,15.1425,0,8,20,20,129.791666666667,956.75,1243.33333333333,1970.86666666667,1,6,0,0,0,22,0,0,0,0,0,28,10,2,12,4,16,0,7,0,0,1,13,0,0,11,0,18,0,6,0,0,24,0.0401397086643556,1.35687491184859
457,457,99009,5399009,G6350,S,N,-117.252446,48.0260859,"September 10, 2019",3431.083,3484.917,3536.932,3553.221,3585.968,3645.357,3717.929,3788.756,3848.038,3903.032,3947,3964.103,4005.8,4037.263,4082.983,4077.921,4080.098,4158.588,4211.056,4282.66,3423.083,3476.813,3528.95,3545.907,3578.57,3637.647,3710.28,3781.668,3841.027,3896.279,3940,3957.103,3998.8,4030.263,4075.983,4070.921,4073.098,4151.588,4204.056,4275.66,8,8.104,7.982,7.314,7.398,7.71,7.649,7.088,7.011,6.753,7,7,7,7,7,7,7,7,7,7,1334.219,1362.472,1393.431,1423.564,1453.968,1490.4,1532.007,1572.224,1607.832,1640.344,1666,1681.495,1695.75,1707.751,1725.052,1733.176,1745.668,1777.637,1797.382,1820.616,1213.635,1236.801,1260.976,1286.176,1306.022,1335.234,1369.416,1402.662,1433.091,1460.354,1482,1495.167,1505.597,1515.459,1530.436,1534.913,1543.459,1571.136,1585.81,1605.035,470893551.476563,145513.88033043,187890,527,1.73355263157895,1020.28618421053,7.28927631578948,27,167,190,266,353.469342105263,949.388157894737,727.509539473684,1486.09611842105,24,1,0,0,8,518,0,0,0,0,2,525,182,102,126,117,207,0,6,0,44,47,89,0,0,195,20,204,15,85,0,0,304,0.0254175564855359,1.09721792637231
458,458,99011,5399011,G6350,S,N,-117.6481585,47.6188317,"September 10, 2019",4300.255,4146.448,3996.875,3798.37,3628.797,3487.716,3361.917,3224.713,3079.083,2931.769,2776,2733.024,2706.255,2756.14,2765.097,2700.491,2637.688,2615.161,2708.514,2684.883,3602.255,3426.304,3297.626,3121.36,2991.351,2879.581,2775.305,2655.685,2538.019,2405.001,2263,2236.024,2221.255,2215.14,2218.097,2209.491,2146.688,2144.161,2148.514,2149.883,698,720.144,699.249,677.01,637.446,608.135,586.612,569.028,541.064,526.768,513,497,485,541,547,491,491,471,560,535,1114.661,1083.918,1056.995,1028.941,1001.947,978.88,960.246,938.483,913.542,887.385,858,854.141,850.659,849.118,848.957,848.739,839.359,838.193,838.193,837.192,1071.166,1026.843,985.82,945.5,901.626,864.677,831.384,794.702,756.976,717.626,676,669.665,663.694,661.167,660.848,660.434,645.095,643.026,643.026,641.421,37203686.921875,34178.94638425,16725,57,1.96551724137931,875.413793103448,15.3006896551724,7,6,6,17,474.51724137931,776.413793103448,553.793103448276,1433.80206896552,5,0,0,0,0,55,0,0,2,0,2,55,18,7,17,15,27,0,2,0,0,0,0,0,0,28,1,15,0,14,0,0,29,0.00202367979409246,0.2530996562302
459,459,99012,5399012,G6350,S,N,-117.1927767,47.3820415,"September 10, 2019",877.18,895.566,914.89,922.406,935.991,956.773,982.33,1005.29,1026.054,1046.513,1064,1048.582,1062.184,1083.89,1088.458,1084.857,1087.445,1094.252,1096.702,1112.01,825.18,842.599,864.157,873.883,891.286,915.216,943.383,968.528,992.973,1015.29,1034,1038.582,1048.184,1054.89,1057.458,1051.857,1051.445,1055.252,1053.702,1066.01,52,52.967,50.733,48.523,44.705,41.557,38.947,36.762,33.081,31.223,30,10,14,29,31,33,36,39,43,46,366.306,369.556,374.026,378.028,382.36,388.227,395.98,402.613,407.96,412.764,416,419.047,422.475,424.381,425.676,425.874,424.874,425.231,424.395,425.498,325.128,330.073,335.973,341.917,346.69,353.944,362.895,370.621,378.009,384.655,390,392.82,395.328,397.554,398.515,396.611,395.675,395.533,393.301,394.779,536691924.117188,190431.86235606,30808,132,2.69387755102041,1313.12244897959,12.1422448979592,11,3,15,29,425.265306122449,1095.85714285714,795.795306122449,1582.95346938776,0,3,0,0,1,128,0,0,0,0,2,130,53,3,29,47,31,0,6,0,7,5,33,2,0,8,6,30,2,17,0,0,49,0.0293250614663521,1.45587195559196
460,460,99013,5399013,G6350,S,N,-117.8308169,47.8937174,"September 10, 2019",1383.252,1421.973,1459.219,1496.395,1538.183,1582.352,1630.716,1674.23,1721.544,1757.416,1785,1790.935,1790.519,1798.687,1778.143,1780.917,1781.064,1796.067,1821.61,1849.334,1383.252,1421.973,1459.219,1496.395,1538.183,1582.352,1630.716,1674.23,1721.544,1757.416,1785,1790.935,1790.519,1798.687,1778.143,1780.917,1781.064,1796.067,1821.61,1849.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.25,577.264,587.901,600.222,612.976,625.866,642.011,655.822,671.498,682.577,691,695.95,695.474,698.138,695.84,697.304,700.944,706.167,714.714,725.596,482.449,494.116,505.876,517.728,530.703,545.296,561.539,575.842,591.911,603.609,613,616.817,615.848,617.773,611.753,613.082,614.657,617.761,624.668,633.024,608567796.648438,239388.16169775,88605,263,1.94814814814815,1007.68888888889,12.6112592592593,13,47,109,120,241.17037037037,1204.24444444444,1388.78518518519,2252.28888888889,14,15,0,0,0,217,31,0,0,0,4,259,73,94,56,40,57,0,0,0,18,60,46,0,0,74,15,88,0,45,2,0,135,0.0329291671955616,1.83850146001907
461,461,99016,5399016,G6350,S,N,-117.121029,47.5972924,"September 10, 2019",7735.354,8207.127,8687.545,9052.521,9472.144,9963.796,10507.929,11027.443,11524.553,12019.293,12480,12647.704,12762.86,13226.73,13518.165,14135.01,14747.13,15249.999,15851.629,16466.682,7654.698,8119.708,8598.31,8961.396,9382.329,9874.267,10417.727,10935.643,11435.184,11927.694,12384,12557.704,12678.86,13137.73,13426.165,14047.01,14667.13,15170.999,15761.629,16382.682,80.656,87.419,89.235,91.125,89.815,89.529,90.202,91.8,89.369,91.599,96,90,84,89,92,88,80,79,90,84,3076.446,3250.416,3434.222,3613.338,3795.002,3991.772,4209.364,4416.622,4610.435,4798.234,4967,5047.832,5092.835,5333.726,5450.328,5758.762,6091.281,6301.357,6617.57,6872.318,2924.743,3088.659,3260.597,3433.858,3592.459,3777.594,3981.979,4173.94,4362.65,4543.089,4708,4775.786,4815.854,5049.422,5151.459,5451.182,5759.517,5958.808,6231.197,6457.904,144023591.507813,82090.67054109,223076,1062,2.1497975708502,1160.66194331984,8.42526315789474,65,245,279,410,462.788340080972,588.196558704453,609.136295546559,1021.43149797571,22,0,0,26,6,1003,4,0,22,4,20,1037,379,224,215,243,264,207,5,0,12,6,205,67,24,186,12,189,71,234,0,0,494,0.00783375146875187,0.635387961292623
462,462,99017,5399017,G6350,S,N,-117.8867583,47.1841291,"September 10, 2019",206.275,198.765,194.616,188.097,185.176,182.499,177.788,171.472,170.416,164.152,161,170.549,170.312,170.863,170.818,170.508,171.961,172.178,172.216,172.441,206.275,198.765,194.616,188.097,185.176,182.499,177.788,171.472,170.416,164.152,161,170.549,170.312,170.863,170.818,170.508,171.961,172.178,172.216,172.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.528,86.487,86.528,85.957,86.182,85.966,86.647,87.604,87.963,87.371,87,86.998,86.973,86.968,86.94,86.894,85.8,85.681,85.566,87.562,76.231,74.582,73.826,73.722,73.574,73.246,73.241,72.499,72.611,70.566,71,70.996,70.953,70.945,70.889,70.811,68.718,68.514,68.318,69.368,477505109.75,135733.83960549,27033,87,1.8125,1102.0625,6.14854166666667,4,22,26,39,241.729166666667,825.3125,1237.52083333333,1237.52083333333,6,0,0,0,0,87,0,0,0,10,0,77,20,27,20,20,38,0,0,0,0,10,33,3,0,8,4,40,5,3,0,0,48,0.0261866144919622,1.02553291049756
