OBJECTID_1,OBJECTID,ZCTA5CE10,GEOID10,MTFCC10,FUNCSTAT10,PARTFLG10,INTPTLON10,INTPTLAT10,Version,POP2000,POP2001,POP2002,POP2003,POP2004,POP2005,POP2006,POP2007,POP2008,POP2009,POP2010,POP2011,POP2012,POP2013,POP2014,POP2015,POP2016,POP2017,POP2018,POP2019,HHP2000,HHP2001,HHP2002,HHP2003,HHP2004,HHP2005,HHP2006,HHP2007,HHP2008,HHP2009,HHP2010,HHP2011,HHP2012,HHP2013,HHP2014,HHP2015,HHP2016,HHP2017,HHP2018,HHP2019,GQ2000,GQ2001,GQ2002,GQ2003,GQ2004,GQ2005,GQ2006,GQ2007,GQ2008,GQ2009,GQ2010,GQ2011,GQ2012,GQ2013,GQ2014,GQ2015,GQ2016,GQ2017,GQ2018,GQ2019,HU2000,HU2001,HU2002,HU2003,HU2004,HU2005,HU2006,HU2007,HU2008,HU2009,HU2010,HU2011,HU2012,HU2013,HU2014,HU2015,HU2016,HU2017,HU2018,HU2019,OHU2000,OHU2001,OHU2002,OHU2003,OHU2004,OHU2005,OHU2006,OHU2007,OHU2008,OHU2009,OHU2010,OHU2011,OHU2012,OHU2013,OHU2014,OHU2015,OHU2016,OHU2017,OHU2018,OHU2019,Shape__Are,Shape__Len,sum_totaleap,sum_numberinhousehold,mean_numberinhousehold,mean_monthlyincome,mean_heatburden,sum_childrencnt,sum_seniorcnt,sum_disabledcnt,sum_vulnerablecnt,mean_sheltercost,mean_heatcost,mean_annualelectriccost,mean_energyusage,sum_miltaryvet,sum_racenative,sum_raceasian,sum_raceblack,sum_racepacislander,sum_racewhite,sum_racemultirace,sum_raceunspecified,sum_raceother,sum_ethnicityunspecified,sum_ethnicitylatino,sum_ethnicitynotlatino,sum_edunder12,sum_edhighschool,sum_edsomeps,sum_edunspecified,sum_electric,sum_naturalgas,sum_oil,sum_coal,sum_propane,sum_wood,sum_housetype1to3family,sum_housetype4plusfamily,sum_housetypehighrise,sum_housetypemobile,sum_housetyperv,sum_ownedorbuying,sum_subsidized,sum_rental,sum_roomerboard,sum_temporaryhousing,Point_Count,Shape__Area,Shape__Length
79,79,98146,5398146,G6350,S,N,-122.3578478,47.5000582,"September 10, 2019",26150.419,26113.004,26128.643,25976.91,25858.794,25764.372,25896.028,25964.269,25950.056,25909.235,25922,26159.777,26361.526,26903.972,27426.307,27880.351,28455.237,28866.568,29218.413,29291.779,25967.282,25913.018,25909.782,25741.196,25606.415,25492.71,25606.933,25657.361,25625.93,25566.885,25565,25770.779,25972.528,26513.972,27061.307,27485.359,28049.246,28461.576,28816.421,28890.825,183.137,199.986,218.861,235.714,252.379,271.662,289.095,306.908,324.126,342.35,357,388.998,388.998,390,365,394.992,405.991,404.992,401.992,400.954,10225.09,10233.659,10243.261,10237.787,10239.017,10221.984,10207.068,10200.761,10188.299,10190.78,10222,10355.502,10386.158,10539.562,10667.522,10829.254,10869.038,10938.603,11073.505,11111.894,9905.85,9869.869,9853.197,9774.479,9700.978,9633.709,9661.31,9669.353,9654.029,9620.349,9611,9700.489,9760.363,9924.214,10047.483,10212.028,10340.479,10393.965,10515.894,10545.091,30232567.6796875,26823.68045342,300457,1563,2.053876478318,1041.87779237845,4.99636005256242,117,381,394,617,481.78320630749,467.743758212878,588.033311432326,735.997345597897,12,83,444,474,0,327,218,12,5,0,140,1423,335,370,230,628,599,159,2,0,1,0,315,146,297,2,1,126,473,162,0,0,761,0.00164823837849326,0.204819270952221
80,80,98148,5398148,G6350,S,N,-122.3248591,47.4440981,"September 10, 2019",9448.68,9499.511,9569.704,9578.371,9598.874,9627.765,9741.336,9831.673,9891.016,9940.209,10010,9927.847,9948.591,10019.96,10164.596,10250.901,10510.505,10703.074,10810.549,10822.804,9448.68,9494.621,9559.855,9563.639,9579.292,9603.115,9711.763,9797.137,9851.581,9895.751,9961,9878.847,9899.591,9970.96,10115.596,10201.901,10461.505,10654.074,10761.549,10773.804,0,4.89,9.849,14.732,19.582,24.65,29.573,34.536,39.435,44.458,49,49,49,49,49,49,49,49,49,49,4438.202,4457.046,4476.384,4489.124,4504.81,4512.418,4520.943,4533.221,4542.734,4558.925,4588,4586.582,4596.798,4614.124,4680.563,4695.025,4714.155,4736.679,4745.08,4752.842,4208.683,4208.052,4215.659,4196.658,4179.755,4165.424,4192.137,4210.505,4219.127,4219.239,4230,4206.058,4237.606,4265.245,4332.619,4355.453,4449.947,4475.873,4484.806,4494.299,17736802.734375,30900.3629149,203979,1140,2.16318785578748,1201.13092979127,3.33552182163188,71,162,314,422,565.305787476281,434.92220113852,790.292637571159,887.413301707782,12,24,71,569,26,331,117,0,2,0,74,1066,111,302,242,485,463,51,13,0,0,0,86,121,320,0,0,53,345,129,0,0,527,0.000968006063885696,0.232404397633816
81,81,98154,5398154,G6350,S,N,-122.3337924,47.6062106,"September 10, 2019",1,0.9,0.801,0.697,0.595,0.495,0.398,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.801,0.697,0.595,0.495,0.398,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20110.0546875,567.54103293,0,0,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09414213511627e-06,0.00434019064410117
82,82,98155,5398155,G6350,S,N,-122.3004769,47.754413,"September 10, 2019",33553.18,33456.971,33428.729,33186.494,32987.62,32819.294,32938.828,32977.199,32910.673,32810.409,32778,32783.761,32839.747,32938.282,33213.458,33525.711,33887.448,33899.671,34198.418,34534.167,32668.524,32594.664,32580.419,32360.394,32183.931,32029.967,32169.714,32227.355,32181.546,32099.805,32093,32109.761,32153.747,32255.537,32533.7,32846.199,33204.289,33300.088,33598.893,33935.607,884.656,862.307,848.31,826.1,803.689,789.327,769.114,749.844,729.127,710.604,685,674,686,682.745,679.758,679.512,683.159,599.583,599.525,598.56,13342.961,13410.803,13480.122,13529.619,13587.941,13621.925,13658.603,13706.634,13746.297,13806.117,13905,13922.516,13963.352,13981.566,14141.448,14239.062,14284.895,14310.561,14425.639,14584.592,12964.339,12982.487,13026.061,12987.334,12954.919,12930.315,13033.115,13110.216,13156.08,13176.814,13231,13246.443,13278.821,13311.448,13461.245,13611.458,13730.221,13715.571,13831.398,13944.418,47136011.4375,29553.65297478,602618,3174,2.08815789473684,1006.29868421053,7.80545394736841,215,721,863,1295,598.973684210526,521.143421052632,0.161842105263158,360.24465131579,68,65,410,708,21,1526,205,0,239,0,509,2665,327,452,897,1498,1247,218,55,0,0,0,504,370,645,1,0,227,844,449,0,0,1520,0.0025572132308298,0.224796068370837
83,83,98158,5398158,G6350,S,N,-122.3076429,47.4496701,"September 10, 2019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12516352.2265625,17673.63537659,0,0,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006830218126197,0.129260810927831
84,84,98164,5398164,G6350,S,N,-122.3320293,47.6059615,"September 10, 2019",1,14.992,29.027,42.828,56.563,70.26,84.618,98.901,112.924,126.826,141,140.815,140.965,142.045,143.467,146.284,150.695,156.096,157.162,157.002,0,14.094,28.223,42.126,55.964,69.757,84.216,98.599,112.723,126.725,141,140.815,140.965,142.045,143.467,146.284,150.695,156.096,157.162,157.002,1,0.898,0.804,0.702,0.599,0.503,0.402,0.302,0.201,0.101,0,0,0,0,0,0,0,0,0,0,0,12.615,25.254,37.86,50.486,63.002,75.492,88.018,100.469,113.054,126,126,126,126,126,126,126,126,126,126,0,9.694,19.413,28.974,38.457,47.881,57.797,67.69,77.491,87.13,97,97.03,97.267,97.91,98.938,100.262,102.294,102.031,101.997,101.628,20149.7734375,567.97674987,0,0,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0963094609906e-06,0.00434232915185011
85,85,98166,5398166,G6350,S,N,-122.3529856,47.451576,"September 10, 2019",19814.215,19851.82,19929.809,19879.923,19855.179,19848.186,20015.593,20134.618,20189.925,20224.529,20301,20151.32,20130.598,20205.083,20249.397,20399.74,20857.25,21116.255,21766.182,21839.734,19715.141,19757.517,19839.37,19794.237,19774.252,19771.214,19943.169,20066.65,20126.548,20165.555,20247,20102.32,20089.598,20163.083,20208.397,20347.74,20803.25,21067.255,21713.182,21782.734,99.074,94.303,90.439,85.686,80.927,76.972,72.424,67.968,63.377,58.974,54,49,41,42,41,52,54,49,53,57,8642.993,8681.532,8721.01,8747.658,8780.023,8796.674,8815.071,8840.803,8861.163,8894.487,8953,8958.737,8964.165,8970.815,8979.519,9014.052,9034.568,9052.176,9328.878,9339.114,8371.872,8357.391,8359.282,8308.444,8261.897,8220.542,8260.118,8283.182,8286.121,8273.545,8282,8242.483,8288.449,8316.942,8332.491,8377.732,8533.294,8556.164,8818.463,8833.654,40922745.515625,39831.20568817,123937,532,1.59281437125748,1021.93113772455,2.03823353293413,24,224,208,283,519.194880239521,393.25748502994,473.858083832336,645.334820359282,4,44,64,68,0,244,112,0,0,0,99,433,54,161,163,154,261,61,12,0,0,0,85,80,168,1,0,35,214,85,0,0,334,0.00223310789806419,0.294269158245492
86,86,98168,5398168,G6350,S,N,-122.2999597,47.489569,"September 10, 2019",31896.824,32062.655,32293.814,32317.398,32380.948,32472.807,32850.3,33149.344,33343.929,33504.228,33734,33589.064,33738.713,33919.253,34139.568,34298.785,34809.368,35075.425,35326.444,36075.57,31766.727,31911.47,32119.97,32122.474,32165.141,32233.846,32589.773,32866.907,33040.591,33178.862,33389,33204.064,33351.713,33533.253,33747.568,33908.785,34419.368,34687.425,34938.444,35684.57,130.097,151.185,173.844,194.924,215.807,238.961,260.527,282.437,303.338,325.366,345,385,387,386,392,390,390,388,388,391,12811.656,12795.663,12780.958,12747.404,12722.22,12674.32,12629.249,12594.801,12552.82,12529.296,12541,12521.801,12553.726,12563.773,12584.764,12603.95,12625.037,12651.742,12708.515,13093.943,12143.374,12088.896,12058.049,11951.301,11851.021,11758.469,11781.66,11780.939,11753.097,11700.838,11678,11599.889,11664.624,11701.473,11732.784,11775.483,11909.522,11926.164,11988.483,12277.805,51342225.53125,47086.82861995,389755,2710,2.73737373737374,1304.74545454545,4.26222222222222,242,242,447,707,768.736414141414,468.341414141414,642.884434343436,812.311808080809,12,102,190,1236,25,871,260,18,8,0,256,2454,356,636,332,1386,827,147,16,0,0,0,300,239,445,6,0,106,482,402,0,0,990,0.00279967122060043,0.356676198350726
87,87,98174,5398174,G6350,S,N,-122.3353595,47.604569,"September 10, 2019",180.007,161.915,144.137,125.496,107.173,89.062,71.676,53.946,35.976,17.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.007,161.915,144.137,125.496,107.173,89.062,71.676,53.946,35.976,17.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20104.90625,567.34611047,0,0,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09389657154679e-06,0.0043374116878587
88,88,98177,5398177,G6350,S,N,-122.3766077,47.7422386,"September 10, 2019",19570.702,19505.739,19480.377,19330.37,19205.685,19098.808,19159.454,19172.815,19125.14,19057.873,19030,19030.083,19040.633,19136.663,19386.232,19777.933,20039.01,20232.488,20374.51,20330.264,19102.652,19057.628,19047.925,18917.783,18813.008,18722.137,18801.659,18833.473,18804.885,18755.779,18749,18754.094,18754.644,18850.422,19099.982,19506.285,19771.046,19972.288,20112.938,20068.891,468.05,448.111,432.452,412.587,392.677,376.671,357.795,339.342,320.255,302.094,281,275.989,285.989,286.241,286.25,271.648,267.964,260.2,261.572,261.373,7947.06,7967,7987.857,7996.943,8011.254,8011.373,8012.908,8021.269,8024.755,8040.034,8078,8090.074,8099.299,8110.779,8260.6,8431.94,8451.189,8452.079,8485.601,8489.955,7739.399,7731.67,7739.062,7697.603,7660.188,7627.457,7669.857,7696.954,7705.348,7699.386,7713,7722.601,7731.525,7763.486,7919.62,8128.856,8199.569,8170.354,8196.249,8153.184,40505679.6171875,44398.89877887,196846,789,1.62680412371134,860.771134020619,12.5963505154639,20,334,257,414,488.463731958763,547.449484536082,32.1938144329897,342.898556701031,28,18,51,140,0,497,17,32,34,4,104,681,31,86,375,297,360,102,23,0,0,0,161,56,268,0,0,113,289,83,0,0,485,0.00219811761144229,0.32506013659807
89,89,98178,5398178,G6350,S,N,-122.2438513,47.4993867,"September 10, 2019",21278.312,21547.659,21861.054,22033.398,22231.638,22448.326,22862.961,23224.434,23513.309,23777.954,24092,24170.766,24337.194,24577.803,24986.269,25423.275,25825.992,26065.979,26351.71,26649.217,21243.286,21500.955,21802.166,21962.843,22149.511,22353.753,22756.539,23106.023,23383.132,23635.609,23939,24017.778,24184.206,24424.803,24833.269,25270.319,25673.039,25913.023,26198.754,26496.472,35.026,46.704,58.888,70.555,82.127,94.573,106.422,118.411,130.177,142.345,153,152.988,152.988,153,153,152.956,152.953,152.956,152.956,152.745,8448.814,8540.372,8632.939,8712.823,8798.417,8868.113,8939.439,9018.112,9091.187,9177.518,9290,9299.631,9305.275,9315.414,9346.826,9505.368,9519.902,9558.56,9681.473,9830.951,8110.458,8160.849,8227.269,8241.56,8259.48,8282.04,8386.275,8474.376,8542.775,8594.468,8668,8674.091,8676.486,8688.882,8726.16,8885.963,8922.572,8950.431,9058.804,9168.853,33283358.7109375,42414.90741509,433842,2414,2.57082002129925,1132.4089456869,8.96043663471778,229,300,363,707,761.022587859425,679.145899893504,534.944036208733,534.476411075613,297,95,380,1299,38,201,124,180,97,52,351,2011,444,399,251,1320,745,116,78,0,0,0,420,151,341,27,0,172,467,296,4,0,939,0.00181456279187842,0.320643434194972
